帖子链接,帖子标题,时间,回复数量
https://www.douban.com/group/topic/232006146/,统计、数据分析专业就业,06-23,3回应
https://www.douban.com/group/topic/231976510/,工商管理VS供应链管理,06-23,7回应
https://www.douban.com/group/topic/231921332/,财会类本科毕业生有哪些月入过万的出路？,06-23,19回应
https://www.douban.com/group/topic/231905271/,要拿不到学位证了,06-23,8回应
https://www.douban.com/group/topic/231900582/,听说哲学专业考公很吃香？？真的吗……,06-23,5回应
https://www.douban.com/group/topic/231848236/,应届毕业考公失败，失学失业，不甘心想再考一次，...,06-22,10回应
https://www.douban.com/group/topic/231836375/,考公考到了不喜欢的地方想放弃怎么办？,06-22,25回应
https://www.douban.com/group/topic/231836003/,组里学会计的uu目前都在做什么呢,06-22,69回应
https://www.douban.com/group/topic/231785046/,天呐，uu们拯救下我吧，到底选哪个offer？,06-22,41回应
https://www.douban.com/group/topic/231731122/,港硕毕业考公问题,06-21,10回应
https://www.douban.com/group/topic/231622419/,才刚上班两天就像辞职😢,06-21,23回应
https://www.douban.com/group/topic/231540382/,大家目前为止有遇到那种真正想为群体奉献、帮助他...,06-20,40回应
https://www.douban.com/group/topic/231534765/,跨考本校研OR 家乡考公27:1,06-20,11回应
https://www.douban.com/group/topic/231467406/,学业事业还成，但在校园阶段一直是没人喜欢关注的...,06-20,11回应
https://www.douban.com/group/topic/231340198/,劝退县城公务员,06-19,35回应
https://www.douban.com/group/topic/231332234/,应届拿到北京户口的uu都是什么学校什么专业啊？,06-19,4回应
https://www.douban.com/group/topic/231318828/,请教uu们文科专业分流求求了求求了进来捞一捞吧😭,06-19,28回应
https://www.douban.com/group/topic/231316366/,有没有人知道农村发展硕士就业怎么样啊？,06-18,2回应
https://www.douban.com/group/topic/231283494/,工作不满意，应该考研还是坚持考公呢？,06-18,6回应
https://www.douban.com/group/topic/231261459/,求一个考公好上岸的非全专业呀,06-18,18回应
https://www.douban.com/group/topic/231182210/,有没有必要为了考公考非全日制研？,06-18,23回应
https://www.douban.com/group/topic/231173786/,希望大家都不会因为被动失眠相聚在凌晨三点的组里,06-18,46回应
https://www.douban.com/group/topic/231052655/,选调省考事业编答疑,06-17,57回应
https://www.douban.com/group/topic/230792047/,有像我一样完全放弃了自己的人生的five吗？,06-15,170回应
https://www.douban.com/group/topic/230695991/,深夜焦虑,06-15,25回应
https://www.douban.com/group/topic/230594700/,有21届打算今年考公的uu吗,06-14,38回应
https://www.douban.com/group/topic/230585895/,省会城市公务员本科有机会冲吗？,06-14,14回应
https://www.douban.com/group/topic/230494688/,大家如果打算考公还会准备秋招春招吗？,06-13,43回应
https://www.douban.com/group/topic/230418299/,当我妈说出“在中国女生就当公务员最好”后突然想...,06-12,112回应
https://www.douban.com/group/topic/230237525/,说说内卷：为什么这两年这么卷？,06-11,15回应
https://www.douban.com/group/topic/230127497/,机械专业考公有什么部门可以进啊,06-11,10回应
https://www.douban.com/group/topic/229987900/,直接考公还是先考研再考公呢,06-10,34回应
https://www.douban.com/group/topic/229937350/,不想考研，历史本科学历可以找到好工作吗,06-09,7回应
https://www.douban.com/group/topic/229804317/,如何欣然接受躺平或找到一份适合躺平的工作,06-08,6回应
https://www.douban.com/group/topic/229793983/,有【触底反弹】的five经历吗分享一下,06-08,6回应
https://www.douban.com/group/topic/229672962/,一人提名一个夕阳专业,06-08,212回应
https://www.douban.com/group/topic/229590732/,准备大四的five思考碎碎念,06-07,4回应
https://www.douban.com/group/topic/229534926/,求推荐一个比较好考公的专业？,06-07,46回应
https://www.douban.com/group/topic/229526582/,深夜emo，感觉读书真的不快乐（碎碎念）,06-07,56回应
https://www.douban.com/group/topic/229432197/,研0已经觉得自己研究生没法毕业怎么办...,06-06,5回应
https://www.douban.com/group/topic/229378083/,积极分子不想继续了,06-06,16回应
https://www.douban.com/group/topic/229273816/,读研前的我肯定不会想到，现在在做这样的工作，时...,06-05,41回应
https://www.douban.com/group/topic/229270282/,避雷天坑专业。不要读艺术史、艺术理论类专业。,06-05,5回应
https://www.douban.com/group/topic/229265146/,想问马上大四的应届生想要考公的话应该怎么准备啊,06-05,12回应
https://www.douban.com/group/topic/229248568/,新传专业 只有本科 毕业做小学老师难吗？,06-05,17回应
https://www.douban.com/group/topic/229245569/,郊区98five的出路究竟在哪里呢？,06-05,0回应
https://www.douban.com/group/topic/229107520/,学校里的企业管理编如何,06-04,4回应
https://www.douban.com/group/topic/228958542/,薪资不满意的工作要去吗,06-03,11回应
https://www.douban.com/group/topic/228909717/,去县城过渡还是留在wh私企,06-03,35回应
https://www.douban.com/group/topic/228866598/,如果为了逃避工作的话，要不要选择读博,06-02,10回应
https://www.douban.com/group/topic/228864066/,想问问uu们我的情况要不要GAP🥲,06-02,19回应
https://www.douban.com/group/topic/228854804/,高校真的是卷王之王，劳务派遣都可以这么卷,06-02,47回应
https://www.douban.com/group/topic/228833560/,应届生的岔路点，该如何选择,06-02,2回应
https://www.douban.com/group/topic/228826695/,询问建筑uu跨专业跑路,06-02,36回应
https://www.douban.com/group/topic/228699690/,five辞职了。。。,06-01,7回应
https://www.douban.com/group/topic/228644996/,不想读研但产生了学历焦虑,06-01,54回应
https://www.douban.com/group/topic/228644048/,要不要放弃央企offer保留应届生身份考公,06-01,22回应
https://www.douban.com/group/topic/228639540/,从本科延毕到考公屡败屡战-我的这三年,06-01,218回应
https://www.douban.com/group/topic/228638187/,给英语好的98five们推荐一个考研性价比高的地方&一...,06-01,84回应
https://www.douban.com/group/topic/228628202/,天生废物根本不想努力,06-01,38回应
https://www.douban.com/group/topic/228598192/,经历&共鸣｜考研三战才上岸985 但是并不喜欢科研,05-31,14回应
https://www.douban.com/group/topic/228548045/,生活的乐趣是什么,05-31,30回应
https://www.douban.com/group/topic/228537105/,深圳考公组团,05-31,11回应
https://www.douban.com/group/topic/228513847/,985硕退学进行中(更新中),05-31,30回应
https://www.douban.com/group/topic/228489548/,本科中文跨考法硕再考公可行吗,05-31,16回应
https://www.douban.com/group/topic/228413354/,20届毕业生，二战失败，考公和事业编失败，现阶段...,05-30,55回应
https://www.douban.com/group/topic/228369112/,不想996/007的金融/经济five该何去何从,05-30,51回应
https://www.douban.com/group/topic/228301232/,大三汉语言考研or考公or北京工作,05-29,4回应
https://www.douban.com/group/topic/228206412/,本five想换工作换了半年多,05-29,3回应
https://www.douban.com/group/topic/228200514/,考公又一次失败,05-29,3回应
https://www.douban.com/group/topic/228164374/,大家都有光明的未来 除了我,05-29,4回应
https://www.douban.com/group/topic/228143875/,为什么都说要珍惜应届身份考公呢,05-28,9回应
https://www.douban.com/group/topic/228057412/,英专找工作苦恼，外贸教培哪个好,05-28,10回应
https://www.douban.com/group/topic/228017773/,一个考公失败者的自救（流水账打卡贴非经验分享）,05-28,51回应
https://www.douban.com/group/topic/227843673/,卸载了知乎之后真的是神清气爽,05-26,42回应
https://www.douban.com/group/topic/227737139/,清醒的看着自己沉沦,05-26,9回应
https://www.douban.com/group/topic/227711049/,请问商业分析BA（Business analysis）专业回国考公...,05-26,13回应
https://www.douban.com/group/topic/227671202/,20届小垃圾的小传,05-25,7回应
https://www.douban.com/group/topic/227665781/,考公考了快一年，终于上岸了,05-25,59回应
https://www.douban.com/group/topic/227580964/,笑死 半个班都在b站当up主,05-25,38回应
https://www.douban.com/group/topic/227553570/,末流985本考研失败five选手春招后的一些感悟,05-25,25回应
https://www.douban.com/group/topic/227518317/,被父母整破防了,05-24,0回应
https://www.douban.com/group/topic/227494176/,人生好像就是很艰难,05-24,29回应
https://www.douban.com/group/topic/227492488/,请问大家如果打算应届毕业不工作备考公的话如何跟...,05-24,23回应
https://www.douban.com/group/topic/227473058/,考公考编成功/失败的原因是什么？,05-24,5回应
https://www.douban.com/group/topic/227429840/,有小五在准备考公吗,05-24,5回应
https://www.douban.com/group/topic/227429320/,工科女，不想搞技术，国企行不行,05-24,2回应
https://www.douban.com/group/topic/227368267/,想走出困境，可是短期内又走不出来,05-23,0回应
https://www.douban.com/group/topic/227352920/,抗压能力很差的法学生，是不是只剩下考公一条路了呢？,05-23,71回应
https://www.douban.com/group/topic/227285543/,天坑文科专业研究生给学弟学妹的小建议,05-23,23回应
https://www.douban.com/group/topic/227158965/,20届做央企销售一年的感想,05-22,14回应
https://www.douban.com/group/topic/227113227/,做个调查，大三下的five们进,05-21,53回应
https://www.douban.com/group/topic/227087040/,为什么做事情又慢又差,05-21,4回应
https://www.douban.com/group/topic/227082148/,给大家讲个讽刺的故事,05-21,5回应
https://www.douban.com/group/topic/227069409/,要不要去毕业班级聚餐呢,05-21,20回应
https://www.douban.com/group/topic/227011873/,英专five求助考研专业选择,05-21,16回应
https://www.douban.com/group/topic/226903700/,20届的社畜生活。自救ing,05-20,29回应
https://www.douban.com/group/topic/226899906/,关于选调考公的几点咨询,05-20,10回应
https://www.douban.com/group/topic/226863972/,Trigger Warning！28岁five心路历程剖析2.0 （家庭...,05-20,25回应
https://www.douban.com/group/topic/226863295/,快六月了，还在纠结考研or工作,05-20,14回应
https://www.douban.com/group/topic/226850264/,进度慢，被我导从课堂赶出来了,05-20,0回应
https://www.douban.com/group/topic/226800019/,幸福度还不如专科的姐姐,05-19,40回应
https://www.douban.com/group/topic/226791896/,大家会为了喜欢的研究方向去普通双非读研么？,05-19,8回应
https://www.douban.com/group/topic/226790153/,没想到我也发帖了 以前一直不觉得自己是five,05-19,7回应
https://www.douban.com/group/topic/226767774/,要不要在没准备的情况下参加选调的笔面,05-19,10回应
https://www.douban.com/group/topic/226735412/,要不要去一线城市一家大公司（工资6k）是继续fw躺...,05-19,12回应
https://www.douban.com/group/topic/226724823/,现在是随便找个工作还是等下一届校招,05-19,4回应
https://www.douban.com/group/topic/226675818/,没想到有一天会因为入d而焦虑,05-18,14回应
https://www.douban.com/group/topic/226659234/,求意见关于考公和工作,05-18,10回应
https://www.douban.com/group/topic/226653701/,天坑本科可以考研，天坑硕士怎么办,05-18,20回应
https://www.douban.com/group/topic/226631742/,传统工科的进,05-18,82回应
https://www.douban.com/group/topic/226519256/,歇菜了。一直拖延考公和实习都没准备,05-17,12回应
https://www.douban.com/group/topic/226509662/,211毕业两年，只工作过两个月，现在找工作迷茫,05-17,22回应
